Day,Time,Food_Item,Food_Category,Food_SubType,Food_Type,Weather,Price,Previous_Sales,Is_Friday,Is_Weekend,Is_Special_Day,Demand
Saturday,Evening,Veg_Rice,Fresh,Meal,Veg,Sunny,420,14,0,1,0,13
Monday,Morning,Biscuits,Packed,Snack,Veg,Sunny,100,21,0,0,1,20
Wednesday,Lunch,Cake_Piece,Packed,Dessert,Veg,Rainy,220,20,0,0,0,21
Wednesday,Lunch,Chocolate,Packed,Dessert,Veg,Sunny,200,26,0,0,0,27
Wednesday,Morning,Samosa,Fresh,Snack,Veg,Sunny,280,9,0,0,1,8
Tuesday,Evening,Chips,Packed,Snack,Veg,Cloudy,150,19,0,0,1,17
Wednesday,Evening,Biscuits,Packed,Snack,Veg,Cloudy,100,25,0,0,0,29
Saturday,Evening,Idly,Fresh,Meal,Veg,Sunny,310,20,0,1,0,18
Wednesday,Lunch,Ice_Cream,Fresh,Dessert,Veg,Rainy,180,22,0,0,1,26
Wednesday,Evening,Juice,Fresh,Drink,Veg,Cloudy,120,18,0,0,0,20
Monday,Morning,SoftDrink,Packed,Drink,Veg,Rainy,180,19,0,0,0,19
Tuesday,Evening,Biscuits,Packed,Snack,Veg,Cloudy,100,13,0,0,1,14
Saturday,Evening,Veg_Rice,Fresh,Meal,Veg,Rainy,420,17,0,1,0,16
Friday,Lunch,Ice_Cream,Fresh,Dessert,Veg,Cloudy,180,5,1,0,0,5
Tuesday,Morning,Chips,Packed,Snack,Veg,Rainy,150,29,0,0,0,29
Tuesday,Lunch,Cake_Piece,Packed,Dessert,Veg,Cloudy,220,12,0,0,0,13
Tuesday,Lunch,Chips,Packed,Snack,Veg,Rainy,150,15,0,0,0,17
Saturday,Morning,Rice,Fresh,Meal,Veg,Cloudy,300,19,0,1,0,17
Monday,Morning,Cake_Piece,Packed,Dessert,Veg,Sunny,220,10,0,0,0,11
Monday,Morning,Chicken_Rice,Fresh,Meal,NonVeg,Rainy,350,23,0,0,0,25
Friday,Evening,Chocolate,Packed,Dessert,Veg,Sunny,200,20,1,0,0,19
Monday,Morning,Samosa,Fresh,Snack,Veg,Cloudy,280,18,0,0,1,19
Wednesday,Lunch,Ice_Cream,Fresh,Dessert,Veg,Cloudy,180,10,0,0,0,9
Monday,Evening,Juice,Fresh,Drink,Veg,Sunny,120,22,0,0,1,20
Thursday,Evening,Tea,Fresh,Drink,Veg,Rainy,50,12,0,0,0,14
Friday,Evening,Biscuits,Packed,Snack,Veg,Rainy,100,6,1,0,0,6
Tuesday,Morning,Chips,Packed,Snack,Veg,Rainy,150,11,0,0,1,12
Sunday,Morning,Idly,Fresh,Meal,Veg,Cloudy,310,27,0,1,0,24
Wednesday,Evening,Cake_Piece,Packed,Dessert,Veg,Cloudy,220,8,0,0,0,7
Friday,Evening,Rice,Fresh,Meal,Veg,Rainy,300,18,1,0,0,21
Thursday,Evening,SoftDrink,Packed,Drink,Veg,Cloudy,180,28,0,0,0,30
Saturday,Lunch,Idly,Fresh,Meal,Veg,Rainy,310,29,0,1,0,29
Friday,Lunch,Samosa,Fresh,Snack,Veg,Sunny,280,17,1,0,0,19
Saturday,Lunch,Tea,Fresh,Drink,Veg,Cloudy,50,22,0,1,0,22
Sunday,Evening,Rice,Fresh,Meal,Veg,Rainy,300,14,0,1,0,15
Saturday,Lunch,Biscuits,Packed,Snack,Veg,Sunny,100,5,0,1,1,4
Friday,Morning,Juice,Fresh,Drink,Veg,Rainy,120,22,1,0,0,20
Saturday,Lunch,Chocolate,Packed,Dessert,Veg,Rainy,200,22,0,1,0,21
Sunday,Lunch,Ice_Cream,Fresh,Dessert,Veg,Cloudy,180,8,0,1,0,9
Sunday,Lunch,Chips,Packed,Snack,Veg,Sunny,150,18,0,1,1,16
Thursday,Lunch,Cake_Piece,Packed,Dessert,Veg,Cloudy,220,11,0,0,0,11
Thursday,Morning,Parotta,Fresh,Meal,NonVeg,Sunny,400,5,0,0,0,5
Wednesday,Morning,Samosa,Fresh,Snack,Veg,Sunny,280,11,0,0,0,10
Saturday,Lunch,Juice,Fresh,Drink,Veg,Cloudy,120,29,0,1,0,33
Monday,Morning,Rice,Fresh,Meal,Veg,Cloudy,300,7,0,0,0,6
Thursday,Evening,Parotta,Fresh,Meal,NonVeg,Cloudy,400,24,0,0,0,24
Tuesday,Evening,Chips,Packed,Snack,Veg,Cloudy,150,14,0,0,0,14
Sunday,Lunch,Samosa,Fresh,Snack,Veg,Cloudy,280,28,0,1,0,29
Wednesday,Evening,Idly,Fresh,Meal,Veg,Cloudy,310,26,0,0,0,29
Thursday,Evening,Samosa,Fresh,Snack,Veg,Rainy,280,29,0,0,0,34
Thursday,Lunch,Veg_Rice,Fresh,Meal,Veg,Rainy,420,16,0,0,0,14
Friday,Evening,Ice_Cream,Fresh,Dessert,Veg,Sunny,180,11,1,0,0,13
Sunday,Morning,Chicken_Rice,Fresh,Meal,NonVeg,Rainy,350,24,0,1,1,28
Monday,Evening,Chocolate,Packed,Dessert,Veg,Sunny,200,13,0,0,1,14
Friday,Morning,Cake_Piece,Packed,Dessert,Veg,Sunny,220,30,1,0,1,28
Wednesday,Evening,Rice,Fresh,Meal,Veg,Cloudy,300,19,0,0,1,22
Monday,Evening,Chicken_Rice,Fresh,Meal,NonVeg,Sunny,350,22,0,0,0,20
Monday,Lunch,Samosa,Fresh,Snack,Veg,Rainy,280,24,0,0,0,27
Tuesday,Lunch,Ice_Cream,Fresh,Dessert,Veg,Cloudy,180,19,0,0,0,19
Sunday,Evening,Samosa,Fresh,Snack,Veg,Rainy,280,18,0,1,1,16
Wednesday,Morning,Cake_Piece,Packed,Dessert,Veg,Rainy,220,19,0,0,0,18
Tuesday,Lunch,Samosa,Fresh,Snack,Veg,Sunny,280,12,0,0,0,14
Sunday,Lunch,Juice,Fresh,Drink,Veg,Cloudy,120,5,0,1,0,5
Sunday,Lunch,Samosa,Fresh,Snack,Veg,Cloudy,280,26,0,1,0,25
Monday,Lunch,Chicken_Rice,Fresh,Meal,NonVeg,Sunny,350,22,0,0,0,23
Thursday,Evening,Ice_Cream,Fresh,Dessert,Veg,Sunny,180,11,0,0,0,11
Friday,Morning,Veg_Rice,Fresh,Meal,Veg,Cloudy,420,6,1,0,0,5
Saturday,Evening,Cake_Piece,Packed,Dessert,Veg,Sunny,220,13,0,1,0,14
Sunday,Lunch,Chips,Packed,Snack,Veg,Cloudy,150,9,0,1,0,8
Thursday,Lunch,Idly,Fresh,Meal,Veg,Cloudy,310,28,0,0,1,28
Thursday,Lunch,Parotta,Fresh,Meal,NonVeg,Sunny,400,14,0,0,1,12
Wednesday,Morning,Tea,Fresh,Drink,Veg,Rainy,50,17,0,0,0,16
Wednesday,Lunch,Biscuits,Packed,Snack,Veg,Sunny,100,9,0,0,0,8
Sunday,Lunch,Parotta,Fresh,Meal,NonVeg,Rainy,400,5,0,1,0,4
Monday,Lunch,Samosa,Fresh,Snack,Veg,Rainy,280,5,0,0,0,5
Thursday,Lunch,Samosa,Fresh,Snack,Veg,Sunny,280,17,0,0,1,15
Wednesday,Evening,SoftDrink,Packed,Drink,Veg,Sunny,180,20,0,0,1,18
Saturday,Lunch,Chocolate,Packed,Dessert,Veg,Rainy,200,26,0,1,0,28
Wednesday,Lunch,Parotta,Fresh,Meal,NonVeg,Sunny,400,5,0,0,0,4
Wednesday,Lunch,Chocolate,Packed,Dessert,Veg,Cloudy,200,6,0,0,0,7
Monday,Morning,Chips,Packed,Snack,Veg,Cloudy,150,15,0,0,0,13
Saturday,Morning,Chocolate,Packed,Dessert,Veg,Rainy,200,14,0,1,0,16
Friday,Morning,Cake_Piece,Packed,Dessert,Veg,Cloudy,220,12,1,0,0,13
Monday,Lunch,Samosa,Fresh,Snack,Veg,Rainy,280,27,0,0,1,25
Saturday,Evening,SoftDrink,Packed,Drink,Veg,Rainy,180,6,0,1,0,6
Wednesday,Evening,Ice_Cream,Fresh,Dessert,Veg,Sunny,180,5,0,0,0,5
Saturday,Morning,Veg_Rice,Fresh,Meal,Veg,Rainy,420,29,0,1,0,34
Friday,Evening,Veg_Rice,Fresh,Meal,Veg,Sunny,420,9,1,0,1,9
Sunday,Lunch,Samosa,Fresh,Snack,Veg,Rainy,280,21,0,1,0,20
Sunday,Evening,Ice_Cream,Fresh,Dessert,Veg,Cloudy,180,15,0,1,0,16
Wednesday,Morning,Idly,Fresh,Meal,Veg,Cloudy,310,24,0,0,0,23
Sunday,Morning,Rice,Fresh,Meal,Veg,Rainy,300,9,0,1,0,8
Monday,Morning,Chicken_Rice,Fresh,Meal,NonVeg,Cloudy,350,8,0,0,1,9
Tuesday,Morning,Chocolate,Packed,Dessert,Veg,Sunny,200,8,0,0,0,7
Sunday,Morning,Chocolate,Packed,Dessert,Veg,Cloudy,200,28,0,1,0,29
Friday,Lunch,Rice,Fresh,Meal,Veg,Rainy,300,26,1,0,0,25
Friday,Evening,Samosa,Fresh,Snack,Veg,Sunny,280,9,1,0,0,10
Wednesday,Evening,Chips,Packed,Snack,Veg,Cloudy,150,10,0,0,1,10
Tuesday,Morning,Chips,Packed,Snack,Veg,Rainy,150,7,0,0,0,6
Friday,Morning,Chocolate,Packed,Dessert,Veg,Sunny,200,7,1,0,1,6
Thursday,Lunch,SoftDrink,Packed,Drink,Veg,Rainy,180,27,0,0,1,30
Wednesday,Morning,Chips,Packed,Snack,Veg,Sunny,150,6,0,0,0,5
Sunday,Evening,Chicken_Rice,Fresh,Meal,NonVeg,Cloudy,350,10,0,1,0,10
Sunday,Evening,Idly,Fresh,Meal,Veg,Sunny,310,23,0,1,0,26
Tuesday,Morning,Biscuits,Packed,Snack,Veg,Sunny,100,24,0,0,1,26
Tuesday,Evening,Veg_Rice,Fresh,Meal,Veg,Rainy,420,27,0,0,1,31
Friday,Morning,Biscuits,Packed,Snack,Veg,Cloudy,100,15,1,0,1,14
Tuesday,Lunch,Ice_Cream,Fresh,Dessert,Veg,Sunny,180,15,0,0,1,16
Wednesday,Lunch,Tea,Fresh,Drink,Veg,Sunny,50,6,0,0,1,5
Wednesday,Lunch,Chocolate,Packed,Dessert,Veg,Cloudy,200,19,0,0,0,17
Thursday,Morning,Chicken_Rice,Fresh,Meal,NonVeg,Cloudy,350,15,0,0,0,14
Monday,Morning,Chips,Packed,Snack,Veg,Cloudy,150,11,0,0,0,11
Sunday,Lunch,Biscuits,Packed,Snack,Veg,Sunny,100,24,0,1,0,26
Tuesday,Lunch,Biscuits,Packed,Snack,Veg,Cloudy,100,29,0,0,0,32
Saturday,Evening,Rice,Fresh,Meal,Veg,Rainy,300,15,0,1,1,16
Friday,Morning,Tea,Fresh,Drink,Veg,Cloudy,50,24,1,0,0,25
Sunday,Evening,Veg_Rice,Fresh,Meal,Veg,Rainy,420,5,0,1,0,4
Tuesday,Lunch,Chocolate,Packed,Dessert,Veg,Cloudy,200,11,0,0,0,10
Thursday,Morning,Juice,Fresh,Drink,Veg,Cloudy,120,15,0,0,0,16
Thursday,Lunch,Samosa,Fresh,Snack,Veg,Sunny,280,10,0,0,0,9
Friday,Morning,Chocolate,Packed,Dessert,Veg,Cloudy,200,27,1,0,1,29
Thursday,Evening,SoftDrink,Packed,Drink,Veg,Cloudy,180,11,0,0,1,13
Saturday,Evening,Chocolate,Packed,Dessert,Veg,Cloudy,200,9,0,1,0,8
Tuesday,Evening,Biscuits,Packed,Snack,Veg,Sunny,100,10,0,0,0,10
Sunday,Morning,Veg_Rice,Fresh,Meal,Veg,Sunny,420,30,0,1,0,27
Tuesday,Morning,Cake_Piece,Packed,Dessert,Veg,Rainy,220,14,0,0,0,14
Wednesday,Evening,Parotta,Fresh,Meal,NonVeg,Rainy,400,16,0,0,0,16
Wednesday,Evening,Samosa,Fresh,Snack,Veg,Rainy,280,5,0,0,1,4
Saturday,Lunch,Chicken_Rice,Fresh,Meal,NonVeg,Cloudy,350,24,0,1,0,21
Monday,Lunch,Idly,Fresh,Meal,Veg,Cloudy,310,24,0,0,0,25
Monday,Evening,Parotta,Fresh,Meal,NonVeg,Rainy,400,6,0,0,0,6
Friday,Morning,Biscuits,Packed,Snack,Veg,Rainy,100,19,1,0,0,20
Tuesday,Morning,Samosa,Fresh,Snack,Veg,Sunny,280,7,0,0,0,7
Friday,Morning,Ice_Cream,Fresh,Dessert,Veg,Cloudy,180,15,1,0,0,14
Saturday,Morning,Rice,Fresh,Meal,Veg,Cloudy,300,14,0,1,0,15
Tuesday,Morning,Chicken_Rice,Fresh,Meal,NonVeg,Rainy,350,23,0,0,0,23
Thursday,Evening,Idly,Fresh,Meal,Veg,Cloudy,310,8,0,0,1,8
Monday,Morning,Parotta,Fresh,Meal,NonVeg,Cloudy,400,6,0,0,0,6
Monday,Lunch,Samosa,Fresh,Snack,Veg,Cloudy,280,7,0,0,0,7
Friday,Evening,Tea,Fresh,Drink,Veg,Rainy,50,28,1,0,0,27
Thursday,Evening,Idly,Fresh,Meal,Veg,Cloudy,310,22,0,0,0,24
Thursday,Evening,Chips,Packed,Snack,Veg,Cloudy,150,21,0,0,0,21
Tuesday,Evening,Samosa,Fresh,Snack,Veg,Cloudy,280,19,0,0,0,22
Thursday,Morning,Samosa,Fresh,Snack,Veg,Rainy,280,18,0,0,0,17
Monday,Evening,Biscuits,Packed,Snack,Veg,Cloudy,100,10,0,0,0,11
Saturday,Morning,Chips,Packed,Snack,Veg,Rainy,150,10,0,1,0,10
Sunday,Lunch,Juice,Fresh,Drink,Veg,Rainy,120,10,0,1,1,11
Sunday,Lunch,Chocolate,Packed,Dessert,Veg,Sunny,200,17,0,1,0,16
Monday,Morning,Rice,Fresh,Meal,Veg,Sunny,300,29,0,0,0,34
Thursday,Evening,SoftDrink,Packed,Drink,Veg,Sunny,180,17,0,0,1,20
Thursday,Lunch,Ice_Cream,Fresh,Dessert,Veg,Cloudy,180,27,0,0,0,25
Thursday,Lunch,Rice,Fresh,Meal,Veg,Sunny,300,24,0,0,0,28
Saturday,Lunch,Cake_Piece,Packed,Dessert,Veg,Sunny,220,18,0,1,0,17
Tuesday,Morning,Chocolate,Packed,Dessert,Veg,Cloudy,200,11,0,0,0,11
Friday,Morning,SoftDrink,Packed,Drink,Veg,Cloudy,180,13,1,0,1,14
Friday,Lunch,Chicken_Rice,Fresh,Meal,NonVeg,Rainy,350,15,1,0,1,13
Saturday,Evening,Chocolate,Packed,Dessert,Veg,Sunny,200,9,0,1,0,9
Thursday,Morning,Rice,Fresh,Meal,Veg,Rainy,300,16,0,0,1,15
Monday,Morning,Biscuits,Packed,Snack,Veg,Rainy,100,15,0,0,0,13
Monday,Lunch,Idly,Fresh,Meal,Veg,Rainy,310,23,0,0,0,27
Sunday,Lunch,Parotta,Fresh,Meal,NonVeg,Cloudy,400,21,0,1,1,21
Tuesday,Evening,Idly,Fresh,Meal,Veg,Cloudy,310,25,0,0,1,29
Sunday,Morning,Chicken_Rice,Fresh,Meal,NonVeg,Cloudy,350,23,0,1,1,23
Friday,Morning,Veg_Rice,Fresh,Meal,Veg,Sunny,420,24,1,0,0,24
Wednesday,Lunch,SoftDrink,Packed,Drink,Veg,Sunny,180,26,0,0,0,27
Thursday,Evening,Ice_Cream,Fresh,Dessert,Veg,Cloudy,180,17,0,0,1,18
Tuesday,Lunch,SoftDrink,Packed,Drink,Veg,Cloudy,180,27,0,0,0,26
Saturday,Evening,Chicken_Rice,Fresh,Meal,NonVeg,Rainy,350,29,0,1,0,33
Friday,Evening,Tea,Fresh,Drink,Veg,Cloudy,50,8,1,0,0,9
Friday,Evening,Biscuits,Packed,Snack,Veg,Cloudy,100,16,1,0,0,17
Saturday,Lunch,Veg_Rice,Fresh,Meal,Veg,Rainy,420,25,0,1,0,26
Monday,Evening,Idly,Fresh,Meal,Veg,Rainy,310,20,0,0,0,23
Wednesday,Morning,Rice,Fresh,Meal,Veg,Cloudy,300,29,0,0,0,29
Wednesday,Evening,Biscuits,Packed,Snack,Veg,Sunny,100,17,0,0,1,19
Monday,Morning,Chocolate,Packed,Dessert,Veg,Sunny,200,6,0,0,0,5
Wednesday,Evening,Parotta,Fresh,Meal,NonVeg,Cloudy,400,20,0,0,0,19
Monday,Morning,Samosa,Fresh,Snack,Veg,Sunny,280,5,0,0,1,4
Friday,Evening,Ice_Cream,Fresh,Dessert,Veg,Cloudy,180,13,1,0,0,13
Wednesday,Lunch,Idly,Fresh,Meal,Veg,Cloudy,310,27,0,0,0,30
Thursday,Evening,Tea,Fresh,Drink,Veg,Cloudy,50,8,0,0,0,8
Friday,Evening,Chocolate,Packed,Dessert,Veg,Rainy,200,9,1,0,0,9
Tuesday,Lunch,Cake_Piece,Packed,Dessert,Veg,Rainy,220,30,0,0,0,31
Tuesday,Lunch,Veg_Rice,Fresh,Meal,Veg,Cloudy,420,14,0,0,1,15
Wednesday,Evening,Veg_Rice,Fresh,Meal,Veg,Sunny,420,30,0,0,0,33
Wednesday,Morning,Chocolate,Packed,Dessert,Veg,Rainy,200,9,0,0,0,10
Friday,Evening,Samosa,Fresh,Snack,Veg,Cloudy,280,23,1,0,0,26
Friday,Evening,Veg_Rice,Fresh,Meal,Veg,Cloudy,420,21,1,0,0,20
Wednesday,Lunch,Rice,Fresh,Meal,Veg,Rainy,300,7,0,0,0,7
Sunday,Lunch,Ice_Cream,Fresh,Dessert,Veg,Sunny,180,24,0,1,0,26
Sunday,Morning,Biscuits,Packed,Snack,Veg,Cloudy,100,29,0,1,0,30
Thursday,Lunch,Cake_Piece,Packed,Dessert,Veg,Sunny,220,30,0,0,0,27
Friday,Evening,Tea,Fresh,Drink,Veg,Cloudy,50,9,1,0,0,9
Thursday,Evening,Tea,Fresh,Drink,Veg,Rainy,50,20,0,0,0,22
Thursday,Morning,Juice,Fresh,Drink,Veg,Cloudy,120,27,0,0,0,24
Saturday,Morning,Idly,Fresh,Meal,Veg,Sunny,310,27,0,1,0,28
Wednesday,Morning,Veg_Rice,Fresh,Meal,Veg,Cloudy,420,13,0,0,1,14
Sunday,Morning,Juice,Fresh,Drink,Veg,Cloudy,120,13,0,1,0,14
Monday,Evening,Idly,Fresh,Meal,Veg,Rainy,310,5,0,0,1,4
Saturday,Morning,Idly,Fresh,Meal,Veg,Rainy,310,5,0,1,0,4
Monday,Lunch,Parotta,Fresh,Meal,NonVeg,Cloudy,400,13,0,0,1,13
Sunday,Evening,Biscuits,Packed,Snack,Veg,Cloudy,100,16,0,1,0,18
Saturday,Morning,Veg_Rice,Fresh,Meal,Veg,Rainy,420,28,0,1,0,30
Thursday,Lunch,Idly,Fresh,Meal,Veg,Cloudy,310,16,0,0,0,16
Monday,Morning,Parotta,Fresh,Meal,NonVeg,Cloudy,400,11,0,0,0,12
Thursday,Morning,Juice,Fresh,Drink,Veg,Sunny,120,30,0,0,0,28
Monday,Evening,Rice,Fresh,Meal,Veg,Sunny,300,10,0,0,0,10
Monday,Evening,SoftDrink,Packed,Drink,Veg,Cloudy,180,10,0,0,1,10
Sunday,Evening,Chicken_Rice,Fresh,Meal,NonVeg,Rainy,350,12,0,1,0,14
Sunday,Morning,Chocolate,Packed,Dessert,Veg,Rainy,200,9,0,1,0,9
Sunday,Lunch,Parotta,Fresh,Meal,NonVeg,Rainy,400,18,0,1,0,19
Sunday,Morning,Biscuits,Packed,Snack,Veg,Cloudy,100,21,0,1,1,25
Thursday,Lunch,Rice,Fresh,Meal,Veg,Sunny,300,18,0,0,0,18
Wednesday,Evening,Parotta,Fresh,Meal,NonVeg,Sunny,400,30,0,0,1,30
Thursday,Evening,Chicken_Rice,Fresh,Meal,NonVeg,Rainy,350,30,0,0,0,34
Monday,Morning,Rice,Fresh,Meal,Veg,Cloudy,300,25,0,0,0,23
Tuesday,Morning,Biscuits,Packed,Snack,Veg,Sunny,100,23,0,0,0,26
Tuesday,Lunch,Juice,Fresh,Drink,Veg,Sunny,120,23,0,0,1,27
Wednesday,Morning,Biscuits,Packed,Snack,Veg,Rainy,100,26,0,0,0,29
Thursday,Morning,Juice,Fresh,Drink,Veg,Rainy,120,23,0,0,1,23
Sunday,Evening,Idly,Fresh,Meal,Veg,Rainy,310,25,0,1,0,29
Saturday,Morning,Tea,Fresh,Drink,Veg,Cloudy,50,14,0,1,0,12
Monday,Lunch,Chicken_Rice,Fresh,Meal,NonVeg,Sunny,350,28,0,0,0,25
Monday,Morning,Juice,Fresh,Drink,Veg,Rainy,120,6,0,0,1,5
Friday,Morning,Chips,Packed,Snack,Veg,Cloudy,150,9,1,0,0,8
Wednesday,Morning,Samosa,Fresh,Snack,Veg,Rainy,280,28,0,0,0,33
Tuesday,Morning,Chicken_Rice,Fresh,Meal,NonVeg,Sunny,350,7,0,0,0,7
Monday,Morning,Juice,Fresh,Drink,Veg,Sunny,120,14,0,0,1,13
Saturday,Lunch,Cake_Piece,Packed,Dessert,Veg,Sunny,220,25,0,1,0,27
Tuesday,Morning,Idly,Fresh,Meal,Veg,Rainy,310,16,0,0,0,15
Saturday,Evening,Juice,Fresh,Drink,Veg,Sunny,120,9,0,1,0,8
Friday,Evening,Parotta,Fresh,Meal,NonVeg,Sunny,400,16,1,0,0,15
Wednesday,Evening,Rice,Fresh,Meal,Veg,Cloudy,300,20,0,0,0,21
Wednesday,Evening,Chocolate,Packed,Dessert,Veg,Sunny,200,20,0,0,1,21
Wednesday,Evening,Chicken_Rice,Fresh,Meal,NonVeg,Sunny,350,27,0,0,0,30
Tuesday,Morning,Cake_Piece,Packed,Dessert,Veg,Cloudy,220,26,0,0,0,24
Sunday,Morning,Chocolate,Packed,Dessert,Veg,Rainy,200,28,0,1,0,25
Sunday,Evening,SoftDrink,Packed,Drink,Veg,Cloudy,180,10,0,1,0,10
Tuesday,Morning,Rice,Fresh,Meal,Veg,Cloudy,300,27,0,0,0,28
Thursday,Lunch,Chips,Packed,Snack,Veg,Rainy,150,25,0,0,0,26
Friday,Evening,Ice_Cream,Fresh,Dessert,Veg,Cloudy,180,25,1,0,0,27
Sunday,Evening,Rice,Fresh,Meal,Veg,Sunny,300,20,0,1,0,18
Monday,Lunch,Veg_Rice,Fresh,Meal,Veg,Cloudy,420,10,0,0,0,10
Sunday,Evening,Parotta,Fresh,Meal,NonVeg,Sunny,400,29,0,1,0,29
Wednesday,Evening,Veg_Rice,Fresh,Meal,Veg,Sunny,420,29,0,0,0,29
Monday,Evening,Parotta,Fresh,Meal,NonVeg,Cloudy,400,7,0,0,1,6
Wednesday,Evening,Ice_Cream,Fresh,Dessert,Veg,Cloudy,180,26,0,0,1,29
Tuesday,Lunch,Chocolate,Packed,Dessert,Veg,Sunny,200,27,0,0,0,28
Monday,Lunch,Chicken_Rice,Fresh,Meal,NonVeg,Rainy,350,24,0,0,0,27
Saturday,Morning,Chocolate,Packed,Dessert,Veg,Sunny,200,24,0,1,0,26
Tuesday,Lunch,Ice_Cream,Fresh,Dessert,Veg,Rainy,180,17,0,0,0,16
Monday,Lunch,Chips,Packed,Snack,Veg,Sunny,150,12,0,0,1,14
Friday,Morning,Chicken_Rice,Fresh,Meal,NonVeg,Cloudy,350,26,1,0,0,26
Monday,Morning,Tea,Fresh,Drink,Veg,Rainy,50,8,0,0,0,7
Tuesday,Morning,Juice,Fresh,Drink,Veg,Cloudy,120,5,0,0,0,5
Saturday,Evening,Samosa,Fresh,Snack,Veg,Cloudy,280,27,0,1,0,31
Saturday,Lunch,Chocolate,Packed,Dessert,Veg,Sunny,200,22,0,1,1,24
Sunday,Morning,Chocolate,Packed,Dessert,Veg,Rainy,200,15,0,1,0,13
Saturday,Evening,Chips,Packed,Snack,Veg,Cloudy,150,19,0,1,1,22
Friday,Evening,Idly,Fresh,Meal,Veg,Cloudy,310,8,1,0,0,8
Tuesday,Morning,Cake_Piece,Packed,Dessert,Veg,Cloudy,220,13,0,0,0,11
Friday,Morning,Idly,Fresh,Meal,Veg,Sunny,310,24,1,0,1,25
Monday,Evening,Biscuits,Packed,Snack,Veg,Rainy,100,22,0,0,1,22
Tuesday,Lunch,Chips,Packed,Snack,Veg,Rainy,150,28,0,0,1,33
Saturday,Evening,Samosa,Fresh,Snack,Veg,Rainy,280,15,0,1,0,17
Sunday,Evening,Samosa,Fresh,Snack,Veg,Rainy,280,7,0,1,1,7
Saturday,Morning,Cake_Piece,Packed,Dessert,Veg,Rainy,220,17,0,1,0,16
Saturday,Morning,Biscuits,Packed,Snack,Veg,Cloudy,100,27,0,1,0,29
Monday,Lunch,Idly,Fresh,Meal,Veg,Sunny,310,17,0,0,0,18
Saturday,Morning,Juice,Fresh,Drink,Veg,Sunny,120,24,0,1,0,26
Thursday,Evening,Chips,Packed,Snack,Veg,Sunny,150,19,0,0,0,22
Monday,Lunch,Samosa,Fresh,Snack,Veg,Rainy,280,5,0,0,0,5
Sunday,Lunch,Tea,Fresh,Drink,Veg,Rainy,50,27,0,1,0,26
Friday,Evening,Tea,Fresh,Drink,Veg,Cloudy,50,5,1,0,0,4
Monday,Morning,Parotta,Fresh,Meal,NonVeg,Sunny,400,23,0,0,0,26
Thursday,Lunch,Chocolate,Packed,Dessert,Veg,Cloudy,200,25,0,0,0,27
Tuesday,Morning,Chicken_Rice,Fresh,Meal,NonVeg,Sunny,350,26,0,0,0,24
Saturday,Morning,Samosa,Fresh,Snack,Veg,Rainy,280,14,0,1,0,14
Monday,Evening,Chocolate,Packed,Dessert,Veg,Cloudy,200,28,0,0,0,28
Saturday,Lunch,Juice,Fresh,Drink,Veg,Cloudy,120,14,0,1,0,13
Saturday,Lunch,Biscuits,Packed,Snack,Veg,Sunny,100,13,0,1,0,14
Thursday,Morning,Samosa,Fresh,Snack,Veg,Rainy,280,9,0,0,0,8
Tuesday,Evening,Ice_Cream,Fresh,Dessert,Veg,Sunny,180,15,0,0,0,16
Saturday,Lunch,Ice_Cream,Fresh,Dessert,Veg,Sunny,180,20,0,1,1,23
Sunday,Lunch,Rice,Fresh,Meal,Veg,Sunny,300,24,0,1,0,22
Monday,Morning,Veg_Rice,Fresh,Meal,Veg,Sunny,420,8,0,0,0,8
Sunday,Lunch,Samosa,Fresh,Snack,Veg,Rainy,280,7,0,1,0,8
Sunday,Lunch,Idly,Fresh,Meal,Veg,Sunny,310,14,0,1,0,13
Wednesday,Lunch,Samosa,Fresh,Snack,Veg,Sunny,280,17,0,0,0,16
Wednesday,Evening,Parotta,Fresh,Meal,NonVeg,Rainy,400,8,0,0,0,9
Thursday,Lunch,Biscuits,Packed,Snack,Veg,Rainy,100,25,0,0,0,23
Saturday,Morning,Chicken_Rice,Fresh,Meal,NonVeg,Rainy,350,28,0,1,1,30
Sunday,Morning,Tea,Fresh,Drink,Veg,Cloudy,50,16,0,1,0,16
Wednesday,Lunch,Rice,Fresh,Meal,Veg,Cloudy,300,13,0,0,0,14
Wednesday,Evening,Veg_Rice,Fresh,Meal,Veg,Cloudy,420,11,0,0,0,11
Tuesday,Evening,Veg_Rice,Fresh,Meal,Veg,Cloudy,420,14,0,0,0,13
Sunday,Morning,Chicken_Rice,Fresh,Meal,NonVeg,Rainy,350,19,0,1,0,21
Tuesday,Lunch,Chocolate,Packed,Dessert,Veg,Cloudy,200,24,0,0,0,28
Monday,Evening,Biscuits,Packed,Snack,Veg,Sunny,100,6,0,0,1,6
Sunday,Lunch,SoftDrink,Packed,Drink,Veg,Sunny,180,30,0,1,0,34
Thursday,Morning,Juice,Fresh,Drink,Veg,Sunny,120,28,0,0,1,29
Wednesday,Morning,Chicken_Rice,Fresh,Meal,NonVeg,Cloudy,350,25,0,0,1,26
Monday,Evening,Idly,Fresh,Meal,Veg,Rainy,310,24,0,0,1,25
Monday,Morning,Chips,Packed,Snack,Veg,Cloudy,150,14,0,0,0,15
Wednesday,Morning,Rice,Fresh,Meal,Veg,Rainy,300,12,0,0,1,12
Tuesday,Morning,Chips,Packed,Snack,Veg,Cloudy,150,14,0,0,0,15
